card_ids,cards,runs_with_package,pct_runs_with_package,avg_damage,damage_vs_all_wins,avg_final_hp_fraction,avg_turns
COLOSSUS;MOLTEN_FIST;POMMEL_STRIKE,Colossus + Molten Fist + Pommel Strike,10,6.2,415.5,34.3,0.32,113.4
FEEL_NO_PAIN;HEADBUTT;UPPERCUT,Feel No Pain + Headbutt + Uppercut,10,6.2,415.9,34.7,0.541,129.2
BATTLE_TRANCE;BLOODLETTING;STAMPEDE,Battle Trance + Bloodletting + Stampede,10,6.2,416,34.8,0.51,114.1
BLOODLETTING;STAMPEDE;TRUE_GRIT,Bloodletting + Stampede + True Grit,10,6.2,416.4,35.2,0.484,122.1
POMMEL_STRIKE;STAMPEDE;TRUE_GRIT,Pommel Strike + Stampede + True Grit,10,6.2,416.7,35.5,0.488,126.6
BLOODLETTING;NOT_YET;SHRUG_IT_OFF,Bloodletting + Not Yet + Shrug It Off,10,6.2,417,35.8,0.678,124.6
BATTLE_TRANCE;INFERNO;SHRUG_IT_OFF,Battle Trance + Inferno + Shrug It Off,10,6.2,417.2,36.0,0.47,114.2
BLOODLETTING;INFLAME;TREMBLE,Bloodletting + Inflame + Tremble,10,6.2,418.3,37.1,0.635,121.5
FLAME_BARRIER;TAUNT;UPPERCUT,Flame Barrier + Taunt + Uppercut,10,6.2,418.5,37.3,0.425,140.1
PILLAGE;SHRUG_IT_OFF;TREMBLE,Pillage + Shrug It Off + Tremble,10,6.2,418.8,37.6,0.575,117.6
EVIL_EYE;TRUE_GRIT;UPPERCUT,Evil Eye + True Grit + Uppercut,10,6.2,419,37.8,0.565,129.5
BLOOD_WALL;INFERNO;TREMBLE,Blood Wall + Inferno + Tremble,10,6.2,419.5,38.3,0.537,129
BLOODLETTING;CRIMSON_MANTLE;HEADBUTT,Bloodletting + Crimson Mantle + Headbutt,10,6.2,420.4,39.2,0.484,123.2
FLAME_BARRIER;POMMEL_STRIKE;SECOND_WIND,Flame Barrier + Pommel Strike + Second Wind,10,6.2,420.4,39.2,0.357,126.3
BATTLE_TRANCE;BLOODLETTING;CRIMSON_MANTLE,Battle Trance + Bloodletting + Crimson Mantle,10,6.2,420.5,39.3,0.439,116
BATTLE_TRANCE;IRON_WAVE;TRUE_GRIT,Battle Trance + Iron Wave + True Grit,10,6.2,420.8,39.6,0.423,111
INFERNO;POMMEL_STRIKE;VICIOUS,Inferno + Pommel Strike + Vicious,10,6.2,421.1,39.9,0.624,120
COLOSSUS;FORGOTTEN_RITUAL;TREMBLE,Colossus + Forgotten Ritual + Tremble,10,6.2,421.2,40.0,0.609,123.1
BATTLE_TRANCE;IRON_WAVE;SHRUG_IT_OFF,Battle Trance + Iron Wave + Shrug It Off,10,6.2,421.2,40.0,0.411,112.3
ASHEN_STRIKE;BLOOD_WALL;SHRUG_IT_OFF,Ashen Strike + Blood Wall + Shrug It Off,10,6.2,421.4,40.2,0.452,119.7
EVIL_EYE;TREMBLE;VICIOUS,Evil Eye + Tremble + Vicious,10,6.2,422.9,41.7,0.614,112
HEADBUTT;TREMBLE;TRUE_GRIT,Headbutt + Tremble + True Grit,10,6.2,423.2,42.0,0.51,127.6
ARMAMENTS;HEADBUTT;VICIOUS,Armaments + Headbutt + Vicious,10,6.2,423.4,42.2,0.662,120.6
BLOODLETTING;FLAME_BARRIER;RUPTURE,Bloodletting + Flame Barrier + Rupture,10,6.2,423.4,42.2,0.401,114.4
BATTLE_TRANCE;BLOOD_WALL;TREMBLE,Battle Trance + Blood Wall + Tremble,10,6.2,423.9,42.7,0.415,110.8
DOMINATE;MOLTEN_FIST;TREMBLE,Dominate + Molten Fist + Tremble,10,6.2,423.9,42.7,0.516,117.2
ASHEN_STRIKE;EVIL_EYE;TREMBLE,Ashen Strike + Evil Eye + Tremble,10,6.2,424,42.8,0.569,121.9
INFERNO;OFFERING;SHRUG_IT_OFF,Inferno + Offering + Shrug It Off,10,6.2,425.5,44.3,0.439,118
EVIL_EYE;INFERNO;UPPERCUT,Evil Eye + Inferno + Uppercut,10,6.2,426.6,45.4,0.562,123.6
OFFERING;SHRUG_IT_OFF;STAMPEDE,Offering + Shrug It Off + Stampede,10,6.2,427.3,46.1,0.473,113.6
ARMAMENTS;PILLAGE;POMMEL_STRIKE,Armaments + Pillage + Pommel Strike,10,6.2,427.7,46.5,0.477,114.1
ARMAMENTS;MOLTEN_FIST;POMMEL_STRIKE,Armaments + Molten Fist + Pommel Strike,10,6.2,428.9,47.7,0.457,114.8
FORGOTTEN_RITUAL;TREMBLE;UPPERCUT,Forgotten Ritual + Tremble + Uppercut,10,6.2,429.5,48.3,0.571,119.4
COLOSSUS;SECOND_WIND;TREMBLE,Colossus + Second Wind + Tremble,10,6.2,431,49.8,0.622,125.1
BLOODLETTING;CRIMSON_MANTLE;UPPERCUT,Bloodletting + Crimson Mantle + Uppercut,10,6.2,431.1,49.9,0.455,122.2
BLOODLETTING;PYRE;TAUNT,Bloodletting + Pyre + Taunt,10,6.2,431.4,50.2,0.335,120
BATTLE_TRANCE;BLOODLETTING;IRON_WAVE,Battle Trance + Bloodletting + Iron Wave,10,6.2,432.1,50.9,0.362,113.2
BLOODLETTING;FEED;POMMEL_STRIKE,Bloodletting + Feed + Pommel Strike,10,6.2,433.9,52.7,0.486,121.7
BLOOD_WALL;PILLAGE;POMMEL_STRIKE,Blood Wall + Pillage + Pommel Strike,10,6.2,434.1,52.9,0.441,116
COLOSSUS;EVIL_EYE;TREMBLE,Colossus + Evil Eye + Tremble,10,6.2,434.2,53.0,0.581,118.6
ANGER;TREMBLE;TRUE_GRIT,Anger + Tremble + True Grit,10,6.2,435.4,54.2,0.478,128
BLOODLETTING;BLOOD_WALL;PYRE,Bloodletting + Blood Wall + Pyre,10,6.2,436.8,55.6,0.337,119.1
COLOSSUS;PYRE;SHRUG_IT_OFF,Colossus + Pyre + Shrug It Off,10,6.2,437.3,56.1,0.49,122.5
EVIL_EYE;SHRUG_IT_OFF;TRUE_GRIT,Evil Eye + Shrug It Off + True Grit,10,6.2,437.7,56.5,0.616,128.1
ARMAMENTS;HEADBUTT;TREMBLE,Armaments + Headbutt + Tremble,10,6.2,438.6,57.4,0.503,124.6
BLOOD_WALL;FLAME_BARRIER;TREMBLE,Blood Wall + Flame Barrier + Tremble,10,6.2,448.3,67.1,0.412,125.3
BLOOD_WALL;EVIL_EYE;TREMBLE,Blood Wall + Evil Eye + Tremble,10,6.2,455.2,74.0,0.538,123.6
FLAME_BARRIER;SHRUG_IT_OFF;UNRELENTING,Flame Barrier + Shrug It Off + Unrelenting,10,6.2,457.5,76.3,0.489,135.9
FLAME_BARRIER;HEADBUTT;SHRUG_IT_OFF,Flame Barrier + Headbutt + Shrug It Off,10,6.2,481,99.8,0.504,124.8
ANGER;BURNING_PACT;FEEL_NO_PAIN,Anger + Burning Pact + Feel No Pain,9,5.6,320,-61.2,0.651,116.2
EXPECT_A_FIGHT;FEEL_NO_PAIN;SHRUG_IT_OFF,Expect A Fight + Feel No Pain + Shrug It Off,9,5.6,326.1,-55.1,0.539,135.9
ARMAMENTS;BURNING_PACT;EXPECT_A_FIGHT,Armaments + Burning Pact + Expect A Fight,9,5.6,326.3,-54.9,0.57,120.7
BURNING_PACT;FEEL_NO_PAIN;TAUNT,Burning Pact + Feel No Pain + Taunt,9,5.6,326.7,-54.5,0.516,117.9
BLOODLETTING;DRUM_OF_BATTLE;TRUE_GRIT,Bloodletting + Drum Of Battle + True Grit,9,5.6,328.1,-53.1,0.682,115.3
IMPERVIOUS;POMMEL_STRIKE;TREMBLE,Impervious + Pommel Strike + Tremble,9,5.6,333.4,-47.7,0.66,113.4
BATTLE_TRANCE;EVIL_EYE;THUNDERCLAP,Battle Trance + Evil Eye + Thunderclap,9,5.6,335.4,-45.7,0.624,105.6
BLOODLETTING;EVIL_EYE;EXPECT_A_FIGHT,Bloodletting + Evil Eye + Expect A Fight,9,5.6,335.7,-45.5,0.523,103.3
BLOODLETTING;BURNING_PACT;FIGHT_ME,Bloodletting + Burning Pact + Fight Me,9,5.6,336.8,-44.4,0.477,109.9
BLOODLETTING;FLASH_OF_STEEL;POMMEL_STRIKE,Bloodletting + Flash Of Steel + Pommel Strike,9,5.6,337.9,-43.3,0.524,111.3
ANGER;BURNING_PACT;TAUNT,Anger + Burning Pact + Taunt,9,5.6,338,-43.2,0.627,109.1
IMPERVIOUS;SHRUG_IT_OFF;TAUNT,Impervious + Shrug It Off + Taunt,9,5.6,338.8,-42.4,0.706,119.8
EXPECT_A_FIGHT;SHRUG_IT_OFF;THUNDERCLAP,Expect A Fight + Shrug It Off + Thunderclap,9,5.6,339.3,-41.9,0.633,120.2
BLOOD_WALL;POMMEL_STRIKE;STOMP,Blood Wall + Pommel Strike + Stomp,9,5.6,342.2,-39.0,0.509,104
BLOODLETTING;BREAK;MOLTEN_FIST,Bloodletting + Break + Molten Fist,9,5.6,342.6,-38.6,0.516,103
COLOSSUS;DOMINATE;THUNDERCLAP,Colossus + Dominate + Thunderclap,9,5.6,342.7,-38.5,0.625,120.1
FIGHT_ME;SHRUG_IT_OFF;TAUNT,Fight Me + Shrug It Off + Taunt,9,5.6,343.1,-38.1,0.526,112.4
BURNING_PACT;IMPERVIOUS;SHRUG_IT_OFF,Burning Pact + Impervious + Shrug It Off,9,5.6,346.4,-34.7,0.684,126.8
ANGER;SHRUG_IT_OFF;THUNDERCLAP,Anger + Shrug It Off + Thunderclap,9,5.6,346.8,-34.4,0.712,117.6
ANGER;DOMINATE;FORGOTTEN_RITUAL,Anger + Dominate + Forgotten Ritual,9,5.6,347,-34.2,0.678,108.3
BURNING_PACT;DOMINATE;EVIL_EYE,Burning Pact + Dominate + Evil Eye,9,5.6,347.4,-33.7,0.494,109.3
ANGER;BLOOD_WALL;TAUNT,Anger + Blood Wall + Taunt,9,5.6,347.6,-33.6,0.509,113.6
FEEL_NO_PAIN;SHRUG_IT_OFF;TAUNT,Feel No Pain + Shrug It Off + Taunt,9,5.6,347.7,-33.5,0.527,123.2
DOMINATE;POMMEL_STRIKE;UNMOVABLE,Dominate + Pommel Strike + Unmovable,9,5.6,348.4,-32.7,0.648,118
FEEL_NO_PAIN;RAGE;TREMBLE,Feel No Pain + Rage + Tremble,9,5.6,349.1,-32.1,0.557,119.1
BURNING_PACT;FEEL_NO_PAIN;OFFERING,Burning Pact + Feel No Pain + Offering,9,5.6,349.3,-31.9,0.478,117.8
SHRUG_IT_OFF;TAUNT;UNRELENTING,Shrug It Off + Taunt + Unrelenting,9,5.6,349.9,-31.3,0.652,124.2
BARRICADE;POMMEL_STRIKE;SHRUG_IT_OFF,Barricade + Pommel Strike + Shrug It Off,9,5.6,350.2,-31.0,0.733,125
EVIL_EYE;EXPECT_A_FIGHT;SHRUG_IT_OFF,Evil Eye + Expect A Fight + Shrug It Off,9,5.6,350.4,-30.7,0.579,111
BURNING_PACT;TRUE_GRIT;VICIOUS,Burning Pact + True Grit + Vicious,9,5.6,351.6,-29.6,0.524,125.3
BLOOD_WALL;EXPECT_A_FIGHT;UPPERCUT,Blood Wall + Expect A Fight + Uppercut,9,5.6,353.4,-27.7,0.385,120.9
COLOSSUS;EXPECT_A_FIGHT;TAUNT,Colossus + Expect A Fight + Taunt,9,5.6,354.3,-26.9,0.551,117.1
BURNING_PACT;COLOSSUS;DOMINATE,Burning Pact + Colossus + Dominate,9,5.6,354.3,-26.9,0.491,107
COLOSSUS;HEADBUTT;RUPTURE,Colossus + Headbutt + Rupture,9,5.6,354.8,-26.4,0.598,112.9
DOMINATE;EVIL_EYE;TAUNT,Dominate + Evil Eye + Taunt,9,5.6,355,-26.2,0.571,101.1
OFFERING;POMMEL_STRIKE;UNMOVABLE,Offering + Pommel Strike + Unmovable,9,5.6,355.2,-26.0,0.614,107.6
ANGER;BURNING_PACT;DOMINATE,Anger + Burning Pact + Dominate,9,5.6,355.6,-25.6,0.634,112.9
ANGER;BLOODLETTING;TAUNT,Anger + Bloodletting + Taunt,9,5.6,356.2,-25.0,0.652,112.4
ARMAMENTS;EXPECT_A_FIGHT;VICIOUS,Armaments + Expect A Fight + Vicious,9,5.6,356.4,-24.7,0.609,118.1
ARMAMENTS;EXPECT_A_FIGHT;UPPERCUT,Armaments + Expect A Fight + Uppercut,9,5.6,356.6,-24.6,0.5,131.4
BLOODLETTING;EVIL_EYE;FORGOTTEN_RITUAL,Bloodletting + Evil Eye + Forgotten Ritual,9,5.6,357,-24.2,0.614,108.6
BURNING_PACT;FIGHT_ME;SHRUG_IT_OFF,Burning Pact + Fight Me + Shrug It Off,9,5.6,358.7,-22.5,0.509,110.2
ANGER;THUNDERCLAP;TREMBLE,Anger + Thunderclap + Tremble,9,5.6,359,-22.2,0.695,113.3
BURNING_PACT;STOMP;TREMBLE,Burning Pact + Stomp + Tremble,9,5.6,359.2,-22.0,0.543,126.3
ASHEN_STRIKE;BLOODLETTING;EVIL_EYE,Ashen Strike + Bloodletting + Evil Eye,9,5.6,360,-21.2,0.706,113.7
ARMAMENTS;BLOODLETTING;RUPTURE,Armaments + Bloodletting + Rupture,9,5.6,360.8,-20.4,0.479,108.7
BURNING_PACT;CRUELTY;SHRUG_IT_OFF,Burning Pact + Cruelty + Shrug It Off,9,5.6,360.9,-20.3,0.309,122.1
ANGER;BLOODLETTING;THUNDERCLAP,Anger + Bloodletting + Thunderclap,9,5.6,361.1,-20.1,0.723,110.2
BATTLE_TRANCE;EXPECT_A_FIGHT;MOLTEN_FIST,Battle Trance + Expect A Fight + Molten Fist,9,5.6,361.2,-20.0,0.469,114.3
FEEL_NO_PAIN;HOWL_FROM_BEYOND;SHRUG_IT_OFF,Feel No Pain + Howl From Beyond + Shrug It Off,9,5.6,361.6,-19.6,0.661,130.7
BATTLE_TRANCE;FEEL_NO_PAIN;TREMBLE,Battle Trance + Feel No Pain + Tremble,9,5.6,361.7,-19.5,0.623,119.2
BLOOD_WALL;TAUNT;TRUE_GRIT,Blood Wall + Taunt + True Grit,9,5.6,361.7,-19.5,0.537,118.8
BLOODLETTING;CASCADE;FEEL_NO_PAIN,Bloodletting + Cascade X + Feel No Pain,9,5.6,361.8,-19.4,0.458,107.8
PILLAGE;POMMEL_STRIKE;UPPERCUT,Pillage + Pommel Strike + Uppercut,9,5.6,362.4,-18.7,0.622,113.1
BURNING_PACT;COLOSSUS;VICIOUS,Burning Pact + Colossus + Vicious,9,5.6,362.6,-18.6,0.602,122.9
SHRUG_IT_OFF;TREMBLE;UNMOVABLE,Shrug It Off + Tremble + Unmovable,9,5.6,362.9,-18.3,0.663,116.8
BATTLE_TRANCE;BLOODLETTING;UNMOVABLE,Battle Trance + Bloodletting + Unmovable,9,5.6,362.9,-18.3,0.479,114.1
BATTLE_TRANCE;SHRUG_IT_OFF;UNMOVABLE,Battle Trance + Shrug It Off + Unmovable,9,5.6,362.9,-18.3,0.479,114.1
BATTLE_TRANCE;MOLTEN_FIST;THUNDERCLAP,Battle Trance + Molten Fist + Thunderclap,9,5.6,363,-18.2,0.515,109.9
EXPECT_A_FIGHT;TRUE_GRIT;UPPERCUT,Expect A Fight + True Grit + Uppercut,9,5.6,363.6,-17.6,0.523,125.8
BURNING_PACT;TAUNT;VICIOUS,Burning Pact + Taunt + Vicious,9,5.6,363.7,-17.5,0.546,120
BATTLE_TRANCE;DARK_EMBRACE;DOMINATE,Battle Trance + Dark Embrace + Dominate,9,5.6,364,-17.2,0.606,113
HEADBUTT;POMMEL_STRIKE;STONE_ARMOR,Headbutt + Pommel Strike + Stone Armor,9,5.6,364.3,-16.9,0.559,130.2
BURNING_PACT;SHRUG_IT_OFF;THUNDERCLAP,Burning Pact + Shrug It Off + Thunderclap,9,5.6,364.4,-16.7,0.469,119.7
BLOODLETTING;FEEL_NO_PAIN;RAGE,Bloodletting + Feel No Pain + Rage,9,5.6,364.7,-16.5,0.609,113.4
DOMINATE;POMMEL_STRIKE;STOKE,Dominate + Pommel Strike + Stoke,9,5.6,364.8,-16.4,0.522,113.1
FEEL_NO_PAIN;SHRUG_IT_OFF;VICIOUS,Feel No Pain + Shrug It Off + Vicious,9,5.6,365.1,-16.1,0.664,129
ANGER;DOMINATE;VICIOUS,Anger + Dominate + Vicious,9,5.6,366,-15.2,0.685,115.3
BRAND;POMMEL_STRIKE;SHRUG_IT_OFF,Brand + Pommel Strike + Shrug It Off,9,5.6,366.1,-15.1,0.439,111
ASHEN_STRIKE;EVIL_EYE;VICIOUS,Ashen Strike + Evil Eye + Vicious,9,5.6,366.2,-15.0,0.566,108
COLOSSUS;SHRUG_IT_OFF;STOKE,Colossus + Shrug It Off + Stoke,9,5.6,366.4,-14.7,0.729,121.8
BLOODLETTING;IMPERVIOUS;TAUNT,Bloodletting + Impervious + Taunt,9,5.6,366.8,-14.4,0.625,121.1
BATTLE_TRANCE;SECOND_WIND;SHRUG_IT_OFF,Battle Trance + Second Wind + Shrug It Off,9,5.6,366.8,-14.4,0.742,118.4
OFFERING;SHRUG_IT_OFF;UNMOVABLE,Offering + Shrug It Off + Unmovable,9,5.6,367,-14.2,0.546,112.7
BLOODLETTING;EXPECT_A_FIGHT;TWIN_STRIKE,Bloodletting + Expect A Fight + Twin Strike,9,5.6,367.2,-14.0,0.375,110
BURNING_PACT;INFERNAL_BLADE;SHRUG_IT_OFF,Burning Pact + Infernal Blade + Shrug It Off,9,5.6,367.3,-13.9,0.513,119.6
BATTLE_TRANCE;DRUM_OF_BATTLE;POMMEL_STRIKE,Battle Trance + Drum Of Battle + Pommel Strike,9,5.6,367.4,-13.7,0.474,114
INFLAME;POMMEL_STRIKE;SHRUG_IT_OFF,Inflame + Pommel Strike + Shrug It Off,9,5.6,367.9,-13.3,0.584,117.8
BLOOD_WALL;IMPERVIOUS;SHRUG_IT_OFF,Blood Wall + Impervious + Shrug It Off,9,5.6,368,-13.2,0.628,116.8
BURNING_PACT;HOWL_FROM_BEYOND;SHRUG_IT_OFF,Burning Pact + Howl From Beyond + Shrug It Off,9,5.6,368.1,-13.1,0.611,119.7
BATTLE_TRANCE;POMMEL_STRIKE;UNRELENTING,Battle Trance + Pommel Strike + Unrelenting,9,5.6,368.7,-12.5,0.445,110.2
DARK_EMBRACE;SHRUG_IT_OFF;UPPERCUT,Dark Embrace + Shrug It Off + Uppercut,9,5.6,369.2,-12.0,0.542,119.2
ARMAMENTS;TAUNT;VICIOUS,Armaments + Taunt + Vicious,9,5.6,369.4,-11.7,0.673,115.1
FEEL_NO_PAIN;FIEND_FIRE;POMMEL_STRIKE,Feel No Pain + Fiend Fire + Pommel Strike,9,5.6,369.4,-11.7,0.664,120.3
COLOSSUS;SHRUG_IT_OFF;STAMPEDE,Colossus + Shrug It Off + Stampede,9,5.6,369.6,-11.6,0.64,118.4
BATTLE_TRANCE;BURNING_PACT;FIEND_FIRE,Battle Trance + Burning Pact + Fiend Fire,9,5.6,369.7,-11.5,0.475,114.3
AGGRESSION;POMMEL_STRIKE;TAUNT,Aggression + Pommel Strike + Taunt,9,5.6,369.7,-11.5,0.551,111.2
BATTLE_TRANCE;BLOODLETTING;STOMP,Battle Trance + Bloodletting + Stomp,9,5.6,370.3,-10.9,0.517,106.9
BREAK;DOMINATE;POMMEL_STRIKE,Break + Dominate + Pommel Strike,9,5.6,370.3,-10.9,0.48,124.3
BURNING_PACT;SHRUG_IT_OFF;STOMP,Burning Pact + Shrug It Off + Stomp,9,5.6,370.8,-10.4,0.479,135.2
FIEND_FIRE;SHRUG_IT_OFF;VICIOUS,Fiend Fire + Shrug It Off + Vicious,9,5.6,370.8,-10.4,0.618,122.4
BLOODLETTING;SHRUG_IT_OFF;STONE_ARMOR,Bloodletting + Shrug It Off + Stone Armor,9,5.6,370.8,-10.4,0.56,117
ASHEN_STRIKE;COLOSSUS;SHRUG_IT_OFF,Ashen Strike + Colossus + Shrug It Off,9,5.6,371.1,-10.1,0.651,107.3
BLOODLETTING;TRUE_GRIT;UNMOVABLE,Bloodletting + True Grit + Unmovable,9,5.6,371.2,-10.0,0.547,121.2
BATTLE_TRANCE;BLOODLETTING;THRASH,Battle Trance + Bloodletting + Thrash,9,5.6,371.4,-9.7,0.468,100.4
DOMINATE;EXPECT_A_FIGHT;TREMBLE,Dominate + Expect A Fight + Tremble,9,5.6,371.7,-9.5,0.593,121.4
DOMINATE;HEADBUTT;THUNDERCLAP,Dominate + Headbutt + Thunderclap,9,5.6,371.7,-9.5,0.578,128.8
BLOODLETTING;COLOSSUS;FIGHT_ME,Bloodletting + Colossus + Fight Me,9,5.6,371.8,-9.4,0.477,113.2
COLOSSUS;EXPECT_A_FIGHT;HEADBUTT,Colossus + Expect A Fight + Headbutt,9,5.6,371.9,-9.3,0.623,116.2
BLOODLETTING;BURNING_PACT;UNRELENTING,Bloodletting + Burning Pact + Unrelenting,9,5.6,372,-9.2,0.471,114.6
BURNING_PACT;HEADBUTT;MOLTEN_FIST,Burning Pact + Headbutt + Molten Fist,9,5.6,372,-9.2,0.447,121.7
COLOSSUS;THUNDERCLAP;TRUE_GRIT,Colossus + Thunderclap + True Grit,9,5.6,372.3,-8.9,0.588,122.4
ARMAMENTS;SHRUG_IT_OFF;STONE_ARMOR,Armaments + Shrug It Off + Stone Armor,9,5.6,372.3,-8.9,0.536,141.4
POMMEL_STRIKE;SHOCKWAVE;SHRUG_IT_OFF,Pommel Strike + Shockwave + Shrug It Off,9,5.6,372.6,-8.6,0.549,110.1
ANGER;FORGOTTEN_RITUAL;TRUE_GRIT,Anger + Forgotten Ritual + True Grit,9,5.6,372.9,-8.3,0.599,118.3
DOMINATE;STONE_ARMOR;TRUE_GRIT,Dominate + Stone Armor + True Grit,9,5.6,372.9,-8.3,0.581,122.6
BATTLE_TRANCE;BLOOD_WALL;COLOSSUS,Battle Trance + Blood Wall + Colossus,9,5.6,373.1,-8.1,0.494,104.4
BLOODLETTING;EXPECT_A_FIGHT;PERFECTED_STRIKE,Bloodletting + Expect A Fight + Perfected Strike,9,5.6,373.2,-8.0,0.514,119.4
EXPECT_A_FIGHT;IRON_WAVE;SHRUG_IT_OFF,Expect A Fight + Iron Wave + Shrug It Off,9,5.6,373.4,-7.7,0.56,121.3
PILLAGE;SHRUG_IT_OFF;UPPERCUT,Pillage + Shrug It Off + Uppercut,9,5.6,373.6,-7.6,0.556,110.1
DOMINATE;FLAME_BARRIER;THUNDERCLAP,Dominate + Flame Barrier + Thunderclap,9,5.6,373.9,-7.3,0.511,117.4
BURNING_PACT;POMMEL_STRIKE;STOKE,Burning Pact + Pommel Strike + Stoke,9,5.6,374,-7.2,0.605,118.6
HEADBUTT;MANGLE;POMMEL_STRIKE,Headbutt + Mangle + Pommel Strike,9,5.6,374,-7.2,0.382,116.1
BATTLE_TRANCE;BLOOD_WALL;VICIOUS,Battle Trance + Blood Wall + Vicious,9,5.6,374.3,-6.9,0.414,106.2
ASHEN_STRIKE;BATTLE_TRANCE;VICIOUS,Ashen Strike + Battle Trance + Vicious,9,5.6,374.4,-6.7,0.501,107.6
POMMEL_STRIKE;TAUNT;UNMOVABLE,Pommel Strike + Taunt + Unmovable,9,5.6,374.4,-6.7,0.427,117.4
FEEL_NO_PAIN;RAGE;UPPERCUT,Feel No Pain + Rage + Uppercut,9,5.6,374.6,-6.6,0.551,122.6
BATTLE_TRANCE;COLOSSUS;THUNDERCLAP,Battle Trance + Colossus + Thunderclap,9,5.6,375.1,-6.1,0.501,113.1
MOLTEN_FIST;SHRUG_IT_OFF;THUNDERCLAP,Molten Fist + Shrug It Off + Thunderclap,9,5.6,375.3,-5.9,0.576,113.7
BLOODLETTING;STOKE;UPPERCUT,Bloodletting + Stoke + Uppercut,9,5.6,375.3,-5.9,0.584,121.2
BLOODLETTING;BURNING_PACT;STOKE,Bloodletting + Burning Pact + Stoke,9,5.6,375.6,-5.6,0.651,119.9
FEEL_NO_PAIN;MOLTEN_FIST;OFFERING,Feel No Pain + Molten Fist + Offering,9,5.6,375.7,-5.5,0.398,118.8
ANGER;BURNING_PACT;TRUE_GRIT,Anger + Burning Pact + True Grit,9,5.6,375.7,-5.5,0.572,121.8
BLOODLETTING;DARK_EMBRACE;UPPERCUT,Bloodletting + Dark Embrace + Uppercut,9,5.6,375.7,-5.5,0.624,126.4
HEADBUTT;PERFECTED_STRIKE;TAUNT,Headbutt + Perfected Strike + Taunt,9,5.6,375.7,-5.5,0.39,114.1
BLOOD_WALL;CRUELTY;POMMEL_STRIKE,Blood Wall + Cruelty + Pommel Strike,9,5.6,375.9,-5.3,0.342,115.6
BATTLE_TRANCE;BURNING_PACT;STAMPEDE,Battle Trance + Burning Pact + Stampede,9,5.6,376.4,-4.7,0.505,122.9
EXPECT_A_FIGHT;TREMBLE;VICIOUS,Expect A Fight + Tremble + Vicious,9,5.6,376.4,-4.7,0.597,114.9
ARMAMENTS;BURNING_PACT;TREMBLE,Armaments + Burning Pact + Tremble,9,5.6,376.6,-4.6,0.486,126.9
DOMINATE;TAUNT;TRUE_GRIT,Dominate + Taunt + True Grit,9,5.6,376.8,-4.4,0.625,113.3
BLOODLETTING;THUNDERCLAP;UNMOVABLE,Bloodletting + Thunderclap + Unmovable,9,5.6,377.1,-4.1,0.614,119.7
BATTLE_TRANCE;FIEND_FIRE;TRUE_GRIT,Battle Trance + Fiend Fire + True Grit,9,5.6,377.3,-3.9,0.497,118.9
EVIL_EYE;FORGOTTEN_RITUAL;TREMBLE,Evil Eye + Forgotten Ritual + Tremble,9,5.6,377.7,-3.5,0.637,109.4
BURNING_PACT;PACTS_END;POMMEL_STRIKE,Burning Pact + Pacts End + Pommel Strike,9,5.6,377.8,-3.4,0.581,124.8
BLOODLETTING;BLOOD_WALL;CASCADE,Bloodletting + Blood Wall + Cascade X,9,5.6,377.8,-3.4,0.47,108.7
BATTLE_TRANCE;BLOODLETTING;FIGHT_ME,Battle Trance + Bloodletting + Fight Me,9,5.6,378,-3.2,0.41,106.1
BURNING_PACT;EVIL_EYE;SECOND_WIND,Burning Pact + Evil Eye + Second Wind,9,5.6,378.3,-2.9,0.675,124.7
BATTLE_TRANCE;JUGGLING;SHRUG_IT_OFF,Battle Trance + Juggling + Shrug It Off,9,5.6,378.4,-2.7,0.464,108.6
COLOSSUS;CRIMSON_MANTLE;SHRUG_IT_OFF,Colossus + Crimson Mantle + Shrug It Off,9,5.6,378.4,-2.7,0.499,117.8
BLOOD_WALL;BURNING_PACT;CASCADE,Blood Wall + Burning Pact + Cascade X,9,5.6,378.9,-2.3,0.591,105.9
DOMINATE;EVIL_EYE;MOLTEN_FIST,Dominate + Evil Eye + Molten Fist,9,5.6,379.2,-2.0,0.605,107.3
BURNING_PACT;DOMINATE;OFFERING,Burning Pact + Dominate + Offering,9,5.6,379.2,-2.0,0.419,117.9
BATTLE_TRANCE;PERFECTED_STRIKE;SHRUG_IT_OFF,Battle Trance + Perfected Strike + Shrug It Off,9,5.6,379.3,-1.9,0.436,113
BURNING_PACT;UPPERCUT;VICIOUS,Burning Pact + Uppercut + Vicious,9,5.6,379.4,-1.7,0.58,115.6
HEADBUTT;SHRUG_IT_OFF;THRASH,Headbutt + Shrug It Off + Thrash,9,5.6,379.4,-1.7,0.5,104.8
ARMAMENTS;HOWL_FROM_BEYOND;SHRUG_IT_OFF,Armaments + Howl From Beyond + Shrug It Off,9,5.6,379.8,-1.4,0.675,127.9
BLOODLETTING;HOWL_FROM_BEYOND;TRUE_GRIT,Bloodletting + Howl From Beyond + True Grit,9,5.6,379.9,-1.3,0.687,127.2
BLOOD_WALL;DOMINATE;FEEL_NO_PAIN,Blood Wall + Dominate + Feel No Pain,9,5.6,380.1,-1.1,0.513,118.9
CRUELTY;SHRUG_IT_OFF;UPPERCUT,Cruelty + Shrug It Off + Uppercut,9,5.6,380.3,-0.9,0.362,123.9
